symbol,date,open,high,low,close,volume,trade_count,vwap,feed,adjustment
ASML,2026-02-27,1427.7,1459.02,1421.87,1447.88,1374698,76668,1444.84,sip,all
ASML,2026-03-02,1415.13,1440.02,1408.6,1420.91,1514850,102276,1420.36,sip,all
ASML,2026-03-03,1355.07,1370.96,1326.57,1358.43,2034742,117356,1353.62,sip,all
ASML,2026-03-04,1388.56,1402.95,1370.17,1396.78,1502152,84816,1391.31,sip,all
ASML,2026-03-05,1378.57,1404.78,1336.98,1365.83,1823508,102608,1371.2,sip,all
ASML,2026-03-06,1291.47,1335.53,1284.29,1290.41,1923661,116848,1307.53,sip,all
ASML,2026-03-09,1282.42,1356.49,1273.75,1354.91,1831366,108252,1322.01,sip,all
ASML,2026-03-10,1372.05,1404.94,1367.38,1380.84,1668957,94745,1386.38,sip,all
ASML,2026-03-11,1381.4,1402.18,1369.47,1384.12,1186436,71979,1384.82,sip,all
ASML,2026-03-12,1370.0,1370.0,1331.11,1349.08,1796125,87846,1348.15,sip,all
ASML,2026-03-13,1365.01,1384.23,1340.02,1343.2,1193319,77589,1354.74,sip,all
ASML,2026-03-16,1376.97,1387.59,1365.67,1373.02,1326842,81297,1377.15,sip,all
ASML,2026-03-17,1382.49,1388.49,1366.78,1386.59,1149107,69337,1379.66,sip,all
ASML,2026-03-18,1370.83,1378.74,1351.52,1352.67,1405787,86750,1365.33,sip,all
ASML,2026-03-19,1312.81,1369.92,1307.95,1363.87,1634472,103555,1345.33,sip,all
ASML,2026-03-20,1354.75,1367.47,1288.71,1314.82,2665235,119078,1314.09,sip,all
ASML,2026-03-23,1357.22,1397.8,1345.62,1367.09,2002882,118039,1373.76,sip,all
ASML,2026-03-24,1346.63,1410.67,1346.19,1396.83,1815338,106256,1388.09,sip,all
ASML,2026-03-25,1391.51,1403.23,1364.16,1391.31,1625117,99562,1387.85,sip,all
ASML,2026-03-26,1354.3,1356.91,1324.4,1327.04,1737457,103760,1338.05,sip,all
ASML,2026-03-27,1315.99,1331.31,1296.12,1300.06,1775944,102188,1309.15,sip,all
ASML,2026-03-30,1316.33,1320.48,1245.8,1251.64,2167374,124462,1262.5,sip,all
ASML,2026-03-31,1281.95,1319.97,1273.65,1318.39,1747351,102960,1299.15,sip,all
ASML,2026-04-01,1343.15,1383.16,1342.08,1357.25,1760608,93585,1365.74,sip,all
ASML,2026-04-02,1303.13,1353.69,1295.78,1314.8,1899275,100306,1320.76,sip,all
ASML,2026-04-06,1312.68,1317.56,1277.99,1301.6,1318991,82701,1298.0,sip,all
ASML,2026-04-07,1288.06,1306.58,1269.85,1304.04,1387570,87724,1289.95,sip,all
ASML,2026-04-08,1418.37,1426.65,1381.67,1418.42,2444879,134568,1411.28,sip,all
ASML,2026-04-09,1409.51,1450.86,1409.51,1445.96,1593774,89453,1436.85,sip,all
ASML,2026-04-10,1479.61,1499.72,1470.99,1475.55,1535726,93448,1483.53,sip,all
ASML,2026-04-13,1462.45,1498.03,1458.33,1497.43,1726763,96320,1478.12,sip,all
ASML,2026-04-14,1523.57,1529.15,1494.21,1515.49,1784905,101655,1512.29,sip,all
ASML,2026-04-15,1470.81,1483.42,1412.64,1479.03,4280724,234003,1449.99,sip,all
ASML,2026-04-16,1450.32,1451.23,1403.9,1408.22,2655402,164101,1421.43,sip,all
ASML,2026-04-17,1461.06,1469.76,1443.02,1457.1,1898270,131583,1457.49,sip,all
ASML,2026-04-20,1458.79,1476.57,1449.32,1473.77,1104183,80543,1464.64,sip,all
ASML,2026-04-21,1473.36,1477.44,1443.58,1456.27,1294813,84512,1458.64,sip,all
ASML,2026-04-22,1474.27,1474.27,1375.75,1440.99,2645501,129877,1434.05,sip,all
ASML,2026-04-23,1436.29,1447.32,1393.65,1415.18,1824817,116064,1422.66,sip,all
ASML,2026-04-24,1456.83,1469.93,1439.03,1455.01,1773007,111771,1456.74,sip,all
ASML,2026-04-27,1457.84,1458.3,1415.69,1432.44,1345258,101894,1429.870232,sip,all
ASML,2026-04-28,1389.73,1398.629,1364.805,1384.56,1954782,130192,1381.961094,sip,all
ASML,2026-04-29,1386.705,1399.7,1374.92,1394.08,1276987,84094,1388.41284,sip,all
ASML,2026-04-30,1414.34,1446.65,1395.0,1438.99,1435408,93860,1426.944536,sip,all
ASML,2026-05-01,1428.285,1444.15,1414.0,1427.02,727133,76662,1433.720686,sip,all
ASML,2026-05-04,1401.77,1417.07,1366.79,1386.21,1789275,162867,1392.745341,sip,all
ASML,2026-05-05,1432.42,1454.8,1414.39,1442.92,1645061,129389,1438.51823,sip,all
ASML,2026-05-06,1503.09,1545.52,1496.0,1544.74,2343235,177665,1526.816009,sip,all
ASML,2026-05-07,1548.74,1550.0,1497.81,1516.6,1748467,134638,1523.296789,sip,all
ASML,2026-05-08,1538.53,1595.31,1531.16,1592.02,2307327,167894,1570.506024,sip,all
ASML,2026-05-11,1559.3,1567.99,1521.36,1565.81,2217319,163131,1550.5929,sip,all
ASML,2026-05-12,1526.14,1535.11,1475.0,1520.94,1869233,147511,1506.32647,sip,all
ASML,2026-05-13,1539.39,1602.6,1521.0801,1581.58,1708408,130185,1565.120185,sip,all
ASML,2026-05-14,1573.74,1603.49,1563.28,1584.51,1428929,113695,1590.379782,sip,all
ASML,2026-05-15,1511.74,1527.25,1486.64,1501.81,1829424,157113,1508.296745,sip,all
ASML,2026-05-18,1521.245,1522.485,1453.34,1472.39,1689199,140653,1477.228944,sip,all
ASML,2026-05-19,1449.93,1485.76,1441.3106,1459.44,1412414,122153,1458.184196,sip,all
ASML,2026-05-20,1502.38,1555.8,1492.3171,1550.13,1761546,121116,1536.139183,sip,all
ASML,2026-05-21,1548.68,1601.79,1545.94,1592.0,1374677,113190,1576.340782,sip,all
ASML,2026-05-22,1620.03,1653.53,1615.85,1632.9,1688726,120909,1634.133528,sip,all
ASML,2026-05-26,1641.85,1648.01,1604.25,1632.03,1679038,135512,1628.193699,sip,all
ASML,2026-05-27,1637.35,1639.13,1583.0,1597.87,1383992,128007,1604.668211,sip,all
ASML,2026-05-28,1617.09,1627.53,1580.0,1605.77,989523,91609,1607.573476,sip,all
ASML,2026-05-29,1633.47,1654.2,1604.86,1612.76,1092486,107886,1621.454564,sip,all
ASML,2026-06-01,1594.47,1646.53,1585.61,1628.57,1086882,118995,1617.172259,sip,all
ASML,2026-06-02,1659.69,1708.32,1647.59,1705.37,1506514,130696,1690.324666,sip,all
ASML,2026-06-03,1709.305,1743.27,1690.0,1726.36,1847672,145970,1723.447305,sip,all
ASML,2026-06-04,1679.8,1779.285,1672.43,1757.47,2268872,191103,1736.895695,sip,all
ASML,2026-06-05,1685.36,1705.4791,1638.38,1641.74,2771235,204837,1667.368816,sip,all
ASML,2026-06-08,1732.79,1769.49,1719.02,1749.04,2087584,168404,1746.734261,sip,all
ASML,2026-06-09,1776.62,1831.11,1676.281,1777.77,3176843,225486,1768.626477,sip,all
ASML,2026-06-10,1746.46,1812.0,1723.21,1734.19,2605961,188646,1759.75268,sip,all
ASML,2026-06-11,1780.0,1903.5,1775.1,1899.48,2987106,211878,1847.240974,sip,all
ASML,2026-06-12,1847.615,1892.8,1839.0,1863.55,2555282,197775,1867.924959,sip,all
ASML,2026-06-15,1894.54,1913.6999,1865.0,1892.66,2420259,173584,1890.41606,sip,all
ASML,2026-06-16,1872.01,1881.16,1802.61,1803.89,1829278,156809,1834.322051,sip,all
ASML,2026-06-17,1897.2,1938.4899,1865.32,1867.83,2346159,180291,1902.334205,sip,all
ASML,2026-06-18,1924.18,1942.87,1909.53,1929.68,2425323,143849,1927.176827,sip,all
ASML,2026-06-22,1953.515,1959.04,1886.44,1929.25,1822021,160550,1913.360774,sip,all
ASML,2026-06-23,1777.7,1812.95,1755.97,1778.46,2449267,235020,1782.735049,sip,all
ASML,2026-06-24,1750.415,1779.6499,1730.29,1762.77,2051336,170715,1752.266745,sip,all
ASML,2026-06-25,1855.5,1855.91,1777.0401,1841.18,2220597,183288,1824.819661,sip,all
ASML,2026-06-26,1781.655,1808.9999,1767.64,1794.62,2861263,187007,1791.031407,sip,all
ASML,2026-06-29,1798.95,1886.12,1772.52,1883.11,1784226,156082,1846.993506,sip,all
